enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,cdi_round,cdi_split,City_split,Company Type,Highest Education,City_Development_Index,DataScience_Experience,Working_Experience
6807,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,never,47,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
28649,city_114,0.926,Male,Has relevent experience,no_enrollment,,,15,100-500,,>4,95,0.0,0.9,1,not_city_21,,,> 0.6,Experienced in data science,Under 20 years worked
11493,city_14,0.698,,No relevent experience,Full time course,High School,,2,,,never,6,0.0,0.7,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
10358,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,10,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
23195,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,>4,124,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
29470,city_136,0.897,Male,No relevent experience,Full time course,,,5,,,1,210,0.0,0.9,1,not_city_21,,,> 0.6,Novice in data science,Under 20 years worked
30654,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,1,10,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
15933,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,77,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
32185,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,168,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Novice in data science,Under 20 years worked
20364,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,9,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
30929,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,,1,88,1.0,0.6,0,city_21,,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
2680,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,56,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
6791,city_40,0.7759999999999999,,Has relevent experience,no_enrollment,Graduate,Humanities,9,<10,Pvt Ltd,1,155,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
17458,city_101,0.5579999999999999,,No relevent experience,no_enrollment,Masters,Humanities,4,,,1,46,1.0,0.6,0,not_city_21,,NOT Graduate,<= 0.6,Novice in data science,Under 20 years worked
7206,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,>4,32,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
20122,city_103,0.92,,Has relevent experience,,Graduate,STEM,10,,,1,23,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
24257,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,50-99,Pvt Ltd,>4,67,1.0,0.6,0,not_city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
4389,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,,,1,11,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
22384,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,1,73,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
13134,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,1,46,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
33092,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,84,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
12244,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,1,51,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
297,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,,,>4,135,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
6202,city_103,0.92,,No relevent experience,,,,4,,,,138,0.0,0.9,1,not_city_21,,,> 0.6,Novice in data science,Under 20 years worked
5919,city_16,0.91,,Has relevent experience,no_enrollment,Masters,Humanities,3,50-99,Pvt Ltd,2,139,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
14744,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,11,50-99,Pvt Ltd,1,77,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
15509,city_114,0.926,Male,Has relevent experience,Full time course,High School,,10,100-500,Pvt Ltd,>4,46,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
9299,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,Pvt Ltd,1,36,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
31490,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,,1,101,0.0,0.6,0,city_21,,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
5331,city_136,0.897,Male,Has relevent experience,,,,>20,,,>4,22,0.0,0.9,1,not_city_21,,,> 0.6,Experienced in data science,Over 20 years worked
9294,city_133,0.742,,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Pvt Ltd,1,7,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
27292,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,3,<10,Public Sector,1,23,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
25782,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,3,,,1,58,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
26944,city_16,0.91,Male,Has relevent experience,no_enrollment,,,>20,,,1,102,1.0,0.9,1,not_city_21,,,> 0.6,Experienced in data science,Over 20 years worked
31185,city_97,0.925,Male,No relevent experience,no_enrollment,Graduate,No Major,3,,,3,79,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
23114,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,,2,92,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
28105,city_107,0.518,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,NGO,1,19,0.0,0.5,0,not_city_21,NOT employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
20284,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,54,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
14656,city_70,0.698,,Has relevent experience,Full time course,Graduate,STEM,4,,,1,11,1.0,0.7,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
16012,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,28,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
26007,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Public Sector,1,19,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
3930,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,24,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
32849,city_126,0.479,Male,No relevent experience,Full time course,Graduate,STEM,10,,,>4,35,1.0,0.5,0,not_city_21,,Graduate,<= 0.6,Novice in data science,Under 20 years worked
15007,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,12,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
23506,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,57,1.0,0.6,0,city_21,,Graduate,<= 0.6,Novice in data science,Under 20 years worked
22334,city_89,0.925,,No relevent experience,Full time course,Graduate,STEM,6,1000-4999,Public Sector,1,4,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
488,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,3,32,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
31491,city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,5,,,2,94,0.0,0.8,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
21863,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,97,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
10133,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,2,74,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
10346,city_103,0.92,,Has relevent experience,Full time course,Masters,STEM,>20,100-500,NGO,1,32,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
11908,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,110,1.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
9529,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,,,never,98,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
11586,city_176,0.764,Male,No relevent experience,Full time course,High School,,2,,,1,104,0.0,0.8,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
6287,city_134,0.698,,No relevent experience,,,,1,,,never,23,0.0,0.7,1,not_city_21,,,> 0.6,Novice in data science,Under 20 years worked
22847,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,160,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
12930,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,83,1.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
27325,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,1,5000-9999,Pvt Ltd,1,34,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
18809,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,20,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
16538,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,32,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
18930,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,17,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
23181,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,25,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
11366,city_70,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,,2,124,0.0,0.7,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
17727,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,48,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
21109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,152,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
3321,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,8,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
30422,city_59,0.775,Male,Has relevent experience,Part time course,Graduate,STEM,>20,5000-9999,Public Sector,1,44,0.0,0.8,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
7818,city_114,0.926,Male,Has relevent experience,Part time course,High School,,20,100-500,Pvt Ltd,>4,78,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
18567,city_28,0.939,Male,No relevent experience,Full time course,High School,,3,10000+,Pvt Ltd,1,41,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
30762,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,<10,Early Stage Startup,1,182,1.0,0.6,0,city_21,NOT employed in a Pvt Ltd company,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
6683,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,8,0.0,0.6,0,city_21,Employed in a Pvt Ltd company,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
15386,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,2,43,0.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Novice in data science,Under 20 years worked
4220,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,4,23,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
12046,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2,,,never,102,1.0,0.6,0,city_21,,NOT Graduate,<= 0.6,Novice in data science,Under 20 years worked
4467,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,91,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
28922,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,4,7,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
14746,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,56,0.0,0.7,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
28896,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,never,8,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
5435,city_99,0.915,Male,No relevent experience,Full time course,High School,,4,,,1,113,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
29802,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,95,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
30059,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,155,0.0,0.6,0,city_21,Employed in a Pvt Ltd company,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
27316,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,2,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
19874,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,500-999,Pvt Ltd,1,61,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
31866,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,216,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
4795,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,1,52,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
32532,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,2,35,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
14304,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,72,0.0,0.8,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
33287,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,64,1.0,0.6,0,city_21,,Graduate,<= 0.6,Novice in data science,Under 20 years worked
26618,city_155,0.556,Male,Has relevent experience,Part time course,Masters,STEM,2,10000+,Pvt Ltd,1,69,1.0,0.6,0,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
13765,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,26,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
7889,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Other,>4,18,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
25071,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,150,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
20973,city_16,0.91,,No relevent experience,no_enrollment,High School,,<1,,,>4,57,1.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
9511,city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,8,0.0,0.8,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
32040,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,79,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
28809,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,never,64,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
20588,city_79,0.698,,No relevent experience,Full time course,Masters,STEM,16,,,2,12,0.0,0.7,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
29487,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,91,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
33152,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,1,11,0.0,0.6,0,city_21,Employed in a Pvt Ltd company,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
30322,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,29,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
30097,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,26,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
20246,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,36,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
23115,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,104,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
24526,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,,17,0.0,0.6,0,city_21,,Graduate,<= 0.6,Novice in data science,Under 20 years worked
1144,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,15,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
6187,city_67,0.855,Male,Has relevent experience,Part time course,High School,,4,1000-4999,Pvt Ltd,1,22,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
24438,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,126,0.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
21254,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,52,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
27185,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,78,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
1623,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,204,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
24906,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,>4,18,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
4342,city_99,0.915,Male,No relevent experience,no_enrollment,Graduate,Business Degree,2,<10,Pvt Ltd,1,202,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
18324,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,3,,,1,16,0.0,0.6,0,not_city_21,,Graduate,<= 0.6,Novice in data science,Under 20 years worked
8096,city_173,0.878,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,4,69,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
7649,city_158,0.7659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,2,92,1.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
12103,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,>4,25,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
5723,city_64,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,8,500-999,Pvt Ltd,1,85,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
21212,city_103,0.92,,No relevent experience,no_enrollment,Masters,STEM,1,,,never,81,1.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
11551,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,Other,7,50-99,Pvt Ltd,2,268,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
16800,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,2,,,1,55,1.0,0.6,0,city_21,,NOT Graduate,<= 0.6,Novice in data science,Under 20 years worked
32127,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,48,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
30030,city_62,0.645,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,50,0.0,0.6,0,not_city_21,,Graduate,<= 0.6,Novice in data science,Under 20 years worked
29720,city_23,0.899,Male,Has relevent experience,Part time course,High School,,7,,Public Sector,2,48,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
24588,city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,77,0.0,0.6,0,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
2193,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,78,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
15357,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,5,,,2,25,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
14489,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,72,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
23011,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,58,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
13029,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,117,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
17815,city_16,0.91,,Has relevent experience,no_enrollment,,,>20,<10,Pvt Ltd,2,163,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,,> 0.6,Experienced in data science,Over 20 years worked
19877,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,1,28,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
24603,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,4,,,1,24,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
