enrollee_id,city,city_development_index,experience,training_hours,target,cdi_round,training_ten_hours,gender_original,relevent_experience_original,enrolled_university_original,education_level_original,major_discipline_original,experience_group_original,company_size_original,company_type_original,last_new_job_original,Female,Male,Gender_other,Gender_no_info,Experience_in_data_science,No_experience_in_data_science,Full_time_course,Part_time_course,No_course,Graduate,High_School,Masters,Phd,Primary_School,Major_in_Arts,Major_in_Business_Degree,Major_in_Humanities,No_Major,Major_in_Other,Major_in_STEM,Major_no_info,Work_experience_11_to_15_y,Work_experience_16_to_20_y,Work_experience_5_to_10_y,Work_experience_up_to_5_y,Work_experience_more_than_20_y,Company_size_10_to_49,Company_size_100_to_500,Company_size_1000_to_4999,Company_size_more_than_10000,Company_size_50_to_99,Company_size_500_to_999,Company_size_5000_to_9999,Company_size_up_to_10,Company_size_no_info,Currently_in_Early_Stage_Startup,Currently_in_Funded_Startup,Currently_in_NGO,Currently_in_other_company_type,Currently_in_Public_Sector,Currently_in_Pvt_Ltd,Company_type_no_info,1_year_between_previous_and_current_job,2_years_between_previous_and_current_job,3_years_between_previous_and_current_job,4_years_between_previous_and_current_job,More_than_4_years_between_previous_and_current_job,Last_new_job_never,cdi_split,city_split,experience_split_20,experience_split_5,relevant_experience_split,last_new_job_split,company_type_split,enrolled_university_split,education_level_split_g,education_level_split_h,company_size_split
17567,160,0.92,14,172,0.0,0.9,160,Male,Has relevent experience,no_enrollment,Masters,STEM,11-15,100-500,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11838,103,0.92,10,16,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
689,103,0.92,10,27,1.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
26864,103,0.92,6,34,0.0,0.9,0,Male,No relevent experience,Full time course,Graduate,STEM,5-10,no info,no info,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4499,61,0.913,>20,70,0.0,0.9,40,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
27811,160,0.92,14,136,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Masters,STEM,11-15,5000-9999,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
29944,103,0.92,3,52,1.0,0.9,40,Male,No relevent experience,no_enrollment,Graduate,STEM,<5,no info,no info,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
7072,16,0.91,6,167,0.0,0.9,160,Female,Has relevent experience,no_enrollment,Graduate,STEM,5-10,100-500,Pvt Ltd,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
1872,75,0.939,11,46,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Masters,STEM,11-15,10000+,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
28420,41,0.8270000000000001,>20,98,0.0,0.8,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
18339,21,0.624,3,80,1.0,0.6,80,no info,Has relevent experience,Full time course,Graduate,STEM,<5,50-99,Pvt Ltd,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
31567,10,0.895,>20,22,0.0,0.9,0,Male,Has relevent experience,no_enrollment,High School,no info,>20,no info,no info,>4,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
21317,75,0.939,14,41,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,1000-4999,Public Sector,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
8691,99,0.915,>20,4,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
8683,114,0.926,>20,62,0.0,0.9,40,no info,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
28400,16,0.91,6,166,1.0,0.9,160,Male,Has relevent experience,Full time course,Graduate,STEM,5-10,50-99,Pvt Ltd,>4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1841,21,0.624,5,61,1.0,0.6,40,no info,Has relevent experience,no_enrollment,Masters,STEM,5-10,50-99,Pvt Ltd,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
23507,21,0.624,3,9,1.0,0.6,0,no info,Has relevent experience,no_enrollment,Graduate,STEM,<5,50-99,Funded Startup,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
8307,100,0.887,>20,21,0.0,0.9,0,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,>4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0
29934,98,0.949,3,23,0.0,0.9,0,Male,No relevent experience,no_enrollment,Graduate,STEM,<5,no info,no info,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
31027,21,0.624,19,19,1.0,0.6,0,no info,Has relevent experience,no_enrollment,Masters,STEM,16-20,10/49,Pvt Ltd,>4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0
9939,160,0.92,19,56,1.0,0.9,40,no info,Has relevent experience,no_enrollment,Masters,STEM,16-20,100-500,Pvt Ltd,>4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
8543,70,0.698,6,23,1.0,0.7,0,Male,No relevent experience,no_enrollment,Graduate,STEM,5-10,no info,no info,never,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
3416,160,0.92,7,112,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10/49,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
25770,103,0.92,7,82,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5-10,10000+,Pvt Ltd,never,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
27826,115,0.789,9,36,0.0,0.8,0,no info,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
26052,21,0.624,<1,7,0.0,0.6,0,no info,Has relevent experience,Full time course,Masters,STEM,<5,100-500,Public Sector,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
9155,28,0.939,8,6,0.0,0.9,0,Male,Has relevent experience,no_enrollment,High School,no info,5-10,10/49,Funded Startup,3,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14795,136,0.897,8,162,0.0,0.9,160,no info,Has relevent experience,no_enrollment,Masters,STEM,5-10,10/49,Early Stage Startup,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32722,160,0.92,9,42,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Masters,STEM,5-10,50-99,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
9698,103,0.92,10,143,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10/49,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
10105,45,0.89,9,8,1.0,0.9,0,Male,Has relevent experience,Full time course,Graduate,STEM,5-10,no info,no info,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15301,16,0.91,19,192,0.0,0.9,160,Male,Has relevent experience,no_enrollment,Masters,STEM,16-20,10000+,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16500,21,0.624,4,84,1.0,0.6,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,<5,100-500,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0
20604,16,0.91,>20,142,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
29237,21,0.624,6,78,0.0,0.6,40,Male,Has relevent experience,Full time course,Graduate,STEM,5-10,100-500,Pvt Ltd,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
33317,61,0.913,2,258,0.0,0.9,240,Male,No relevent experience,no_enrollment,High School,no info,<5,no info,no info,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
5774,21,0.624,9,11,0.0,0.6,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,100-500,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0
8005,21,0.624,5,35,1.0,0.6,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,50-99,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
26437,103,0.92,6,139,1.0,0.9,120,no info,Has relevent experience,Full time course,Graduate,STEM,5-10,no info,no info,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5293,19,0.682,6,151,1.0,0.7,120,Male,No relevent experience,Full time course,Graduate,STEM,5-10,no info,no info,never,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
24950,142,0.727,2,103,0.0,0.7,80,Male,No relevent experience,Part time course,Graduate,STEM,<5,no info,no info,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
30305,116,0.743,>20,68,0.0,0.7,40,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
26150,103,0.92,6,1,1.0,0.9,0,Male,No relevent experience,Full time course,Graduate,Other,5-10,no info,no info,never,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
12480,65,0.802,>20,170,0.0,0.8,160,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,no info,no info,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
11409,75,0.939,>20,21,0.0,0.9,0,no info,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0
32772,160,0.92,11,61,1.0,0.9,40,Male,No relevent experience,Full time course,Graduate,STEM,11-15,no info,no info,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
755,160,0.92,5,25,1.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5-10,5000-9999,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
33368,61,0.913,14,154,0.0,0.9,120,no info,Has relevent experience,no_enrollment,Graduate,STEM,11-15,100-500,Pvt Ltd,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
19335,103,0.92,>20,35,0.0,0.9,0,no info,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
11174,16,0.91,6,78,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,100-500,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
28444,50,0.8959999999999999,>20,15,0.0,0.9,0,no info,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20999,103,0.92,10,106,0.0,0.9,80,no info,No relevent experience,Part time course,Masters,Humanities,5-10,no info,no info,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27287,40,0.7759999999999999,10,35,0.0,0.8,0,Male,Has relevent experience,no_enrollment,Masters,Other,5-10,<10,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
527,103,0.92,11,32,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,50-99,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2053,67,0.855,13,51,0.0,0.9,40,Female,No relevent experience,no_enrollment,Masters,STEM,11-15,1000-4999,Pvt Ltd,>4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
24958,13,0.8270000000000001,>20,139,0.0,0.8,120,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
27664,16,0.91,9,18,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,5-10,1000-4999,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13749,114,0.926,>20,26,1.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24545,128,0.527,3,96,0.0,0.5,80,Male,Has relevent experience,no_enrollment,High School,no info,<5,10/49,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
6030,114,0.926,5,17,0.0,0.9,0,Male,No relevent experience,no_enrollment,High School,no info,5-10,no info,Pvt Ltd,never,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1
24900,21,0.624,<1,55,0.0,0.6,40,no info,No relevent experience,Full time course,Masters,STEM,<5,no info,no info,never,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1
6450,75,0.939,10,68,0.0,0.9,40,Male,Has relevent experience,Part time course,Graduate,STEM,5-10,<10,Pvt Ltd,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17677,16,0.91,3,55,0.0,0.9,40,no info,Has relevent experience,Full time course,Graduate,STEM,<5,10000+,Pvt Ltd,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
17131,103,0.92,5,144,0.0,0.9,120,Male,No relevent experience,no_enrollment,High School,no info,5-10,no info,no info,never,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
18753,61,0.913,>20,72,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
31446,103,0.92,>20,98,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
12523,71,0.884,11,111,0.0,0.9,80,no info,Has relevent experience,no_enrollment,Masters,STEM,11-15,no info,no info,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25194,10,0.895,10,20,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,no info,no info,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
10179,103,0.92,>20,14,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
29793,103,0.92,18,48,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,16-20,100-500,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
19031,16,0.91,19,11,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16-20,50-99,no info,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
